0.0
 (~x_2) 
0.0
0.0
0.0
(~x_2 & ~x_6) 
(x_2 & x_6) 
 (x_2) 
0.0
 (~x_6 & ~x_8) 
(x_6 & ~x_2) 
 (~x_6 & ~x_8) 
0.0
(x_2 & ~x_6) 
0.0
0.0
